name,movie
Timothy Patrick,"I Survived a Zombie Holocaust,The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Lord of the Rings: The Fellowship of the Ring,Scarfies,I Survived a Zombie Holocaust"
Greg 'Danger' Morrison,"The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Grasscutter,The Lord of the Rings: The Fellowship of the Ring"
David J. Muzzerall,"Cowboy Bebop,Mortal Engines,Ghost in the Shell,Pete's Dragon,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,The Adventures of Tintin,Spartacus: Gods of the Arena,Ice,Yogi Bear,The Warrior's Way,Spartacus,Under the Mountain,Underworld: Rise of the Lycans,The Water Horse,King Kong,The Gateway to Hell,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Trolley Boy,Pete's Dragon,The Lord of the Rings: The Fellowship of the Ring"
Dean Morganty,"The Light Between Oceans,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,In My Father's Den,The Lord of the Rings: The Fellowship of the Ring,One Lane Bridge,DNZ: The Real Middle Earth"
Andrew Munro,"Butterfly,Sui Generis,Educators,Inside,Valentino's Day,Fresh Eggs,Treasure,In Dark Places,Marks,The Dreaded Curse,Why Does Love?,Stand Up Girl,Cheeky First Dates,Hillary,Friday Night Bites,Dick Knows,The Kick,Erebus: Into the Unknown,Coverband,The Adventures of Suzy Boon,Spoils of War: Battle of Monte Cassino,Interim,A Night at the Classic,Hounds,Glow,My Wedding and Other Secrets,Super City,Only Son,The Jaquie Brown Diaries,It's Like We're Stuck in Primary School,Shortland Street,The Strip,The Lord of the Rings: The Fellowship of the Ring,Scarfies,Coverband,The Dreaded Curse,Cheeky First Dates,The Dreaded Curse,Sui Generis,Page Me to Hell,Release,Watch Your Mouth"
Liz Merton,"Zealandia,Mortal Engines,Dwarf on a Pig,The Hobbit: The Battle of the Five Armies,Who the 'Ell Is Tauriel?,The Hobbit: The Desolation of Smaug,The Lord of the Rings: The Fellowship of the Ring,Who the 'Ell Is Tauriel?,The Lord of the Rings: The Fellowship of the Ring,Dwarf on a Pig,Dwarf on a Pig,Dwarf on a Pig"
Bret McKenzie,"Flight of the Conchords: Live in London,Bret and Jemaine's Announcement,Flight of the Conchords,Flight of the Conchords: A Texan Odyssey,One Night Stand,Bajillion Dollar Propertie$,Flight of the Conchords: Ladies of the World,Austenland,The Hobbit: An Unexpected Journey,Deano and Nige's Best Last Day Ever,Outback,The Simpsons,Diagnosis: Death,Tim and Eric Awesome Show, Great Job!,Flight of the Conchords,The Drinky Crow Show,Pantsed,Futile Attraction,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Flight of the Conchords: Live in London,Sainsbury's: The Greatest Gift,Flight of the Conchords: Ladies of the World,Flight of the Conchords,Flight of the Conchords: A Texan Odyssey,Sheep Man,One Night Stand,The Simpsons,Dora and the Lost City of Gold,The Sara Cox Show,Todd's Pop Song Reviews,Muppets Most Wanted,NotBad,Danville 2nd Ward Young Men,The Pirates! Band of Misfits,Dancing with the Stars,The Muppets,Naruto: The Abridged Comedy Fandub Spoof Series Show,Flight of the Conchords,Timeshift,Chuck,Backstage Pass,Late Night with Conan O'Brien,Late Show with David Letterman,The Late Late Show with Craig Ferguson,One Night Stand,Muppets Most Wanted,The Muppets,Flight of the Conchords,Flight of the Conchords: Live in London,Flight of the Conchords,Flight of the Conchords: A Texan Odyssey,Tongan Ninja,Ninja Sex Party: 6969,Hunt for the Wilderpeople,What We Do in the Shadows: Interviews with Some Vampires,The Postal Service Zoom Auditions,The Late Show with Stephen Colbert,Flight of the Conchords: Live in London,Last Call with Carson Daly,Made in Hollywood,Deano and Nige's Best Last Day Ever: Behind the Scenes Clips,Deano and Nige's Best Last Day Ever: Interviews with Cast,Red Carpet Report,The 84th Annual Academy Awards,Conan,MSN Exclusives,Bret and Jemaine's Announcement,Rocked the Nation,Bro'Town,Flight of the Conchords: On Air,Largo,Backstage Pass,Flight of the Conchords: A Texan Odyssey,The Late Late Show with Craig Ferguson,Late Night with Conan O'Brien,One Night Stand,Just for Laughs,Frodo Is Great... Who Is That?!!,Stand Up!,Lennon or McCartney"
Marta Martí,"Vampiras in the Night,What About Columbus,Idiot Love,The Lord of the Rings: The Fellowship of the Ring,El cor de la ciutat,Lesbo Killer Dolls"
Richard Maybery,"The Walking Dead,Hitchcock,Seven Psychopaths,Piranha 3DD,Legion,Heroes,Return of the Living Dead: Necropolis,Return of the Living Dead: Rave to the Grave,Exorcist: The Beginning,One of Them,Starship Troopers,Bordello of Blood,The Usual Suspects,Nightmare Cinema,Zoo,Annabelle,Dolphin Tale 2,Heroes,The Prophecy: Forsaken,Hellraiser: Deader,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Stigmata,Slappy and the Stinkers,Children of the Corn III: Urban Harvest,The Lord of the Rings: The Fellowship of the Ring,Buffy the Vampire Slayer,Inside the Walking Dead: Walker University,Heroes Unmasked"
Arnold Montey,"Tenet,The Old Guard,The Invisible Man,Little Women,The Souvenir,Green Book,Widows,Darkest Hour,Baby Driver,Get Out,T2 Trainspotting,Fantastic Beasts and Where to Find Them,Inferno,Nocturnal Animals,La La Land,Star Wars: Episode VII - The Force Awakens,Star Trek Wars,Spectre,The Martian,Steve Jobs,Macbeth,Grayson: Earth One,Testament of Youth,The Theory of Everything,The Imitation Game,Calvary,Whiplash,12 Years a Slave,Prisoners,Doctor Who: The Forgotten Doctor,Django Unchained,Seven Psychopaths,Star Trek: Secret Voyage,Prometheus,Tinker Tailor Soldier Spy,The Help,The Battle of Hogwarts,The Social Network,Inception,Shutter Island,A Single Man,Inglourious Basterds,Angels & Demons,Gran Torino,Star Trek: Federation One,Quantum of Solace,Star Trek: Osiris,In Bruges,There Will Be Blood,Eastern Promises,Atonement,Star Trek: Intrepid,Hot Fuzz,Casino Royale,The Departed,The Da Vinci Code,V for Vendetta,Pride & Prejudice,Batman Begins,Star Wars: Episode III - Revenge of the Sith,Million Dollar Baby,Layer Cake,Vera Drake,Cold Mountain,Gangs of New York,The Lord of the Rings: The Two Towers,The Pianist,Star Wars: Episode II - Attack of the Clones,A Beautiful Mind,The Lord of the Rings: The Fellowship of the Ring,Vanilla Sky,The Score,Mulholland Drive,Almost Famous,Snatch,Gladiator,Magnolia,The Green Mile,Topsy-Turvy,Star Wars: Episode I - The Phantom Menace,Rushmore,The Truman Show,Jackie Brown,Boogie Nights,Gattaca,The Full Monty,Hamlet,Trainspotting,Apollo 13,Braveheart,Casino,Shallow Grave,I, Infiltrator,Sun's Down,Nightwing: The Series,Riddle of the Mask,The Marauders,Reflector,The Battle of Hogwarts,Star Wars: Extintion,The Chosen One,Star Raiders: The Adventures of Saber Raine,Darth Maul: Apprentice,Exile: A Star Wars Story,Severus Snape and the Marauders,Revan,The Splinter Cell,Prelude to Axanar,The Tale of the Three Brothers,The Greater Good,The Marauders,Reflector,The Battle of Hogwarts,I, Infiltrator,Day One,The Shape,Alone,Beyond the Dune Sea,Operation Flashfire,Far Horizons,Resurgence,Spirit of the Hero,Operation Sandstorm,Star Wars: The Force Unleashed,Mad Max: The Wasteland,Operation Havoc,Jurassic Park: Prime Survival,Kill Bill: Origins,The Splinter Cell,Prelude to Axanar,The Greater Good,The Marauders,The Battle of Hogwarts,Star Wars Legends: Legacy of the Force,The Splinter Cell,The Batman Chronicles,The Greater Good,Reflector,The Greater Good,The Marauders,The Battle of Hogwarts"
Sharon Maxwell,"Yogi Bear,Spartacus,Legend of the Seeker,Aftershock,Golden Axe: Beast Rider,I Am Legend,King Kong,The Lord of the Rings: The Third Age,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Crooked Earth,Cleopatra 2525,Jack of All Trades,Young Hercules,Amazon High,Xena: Warrior Princess,Hercules: The Legendary Journeys,Golden Axe: Beast Rider,I Am Legend,The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Lord of the Rings: The Third Age,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring"
Peter Lyon,"Elysium,The Hobbit: An Unexpected Journey,Avatar,District 9,Black Sheep,The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,Bitch Slap,East of Byzantium: War Gods and Warrior Saints,Rencontres de cinéma,Reclaiming the Blade,Big-atures,Behind the Magic of Narnia: Weta,Weta Workshop,Weta Workshop,A Passage to Middle-earth: The Making of 'Lord of the Rings',Quest for the Ring"
Sacha Lee,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring"
Tim McLachlan,"Mortal Engines,Ghost in the Shell,Pete's Dragon,Crouching Tiger, Hidden Dragon: Sword of Destiny,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,Spartacus,The Hobbit: An Unexpected Journey,The Adventures of Tintin,Spartacus: Gods of the Arena,Yogi Bear,The Warrior's Way,Aliens in the Attic,The Water Horse,30 Days of Night,Black Sheep,X-Men: The Last Stand,King Kong,River Queen,Hidden,Without a Paddle,The Gateway to Hell,The Lord of the Rings: The Return of the King,The Fanimatrix: Run Program,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Trolley Boy,The Hobbit: An Unexpected Journey,Yogi Bear,Tracker,30 Days of Night,The Lord of the Rings: The Fellowship of the Ring,Frosty Man and the BMX Kid,Hidden,Trolley Boy,Frosty Man and the BMX Kid,Hidden,Trolley Boy,Hidden,Trolley Boy,Hidden,Trolley Boy,The Hobbit: The Battle of the Five Armies,Trolley Boy,Trolley Boy,The Making of 'Hidden',The Making of 'Hidden'"
Greg Lane,"The Lost Children,King Kong,Without a Paddle,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring"
Jeff Kingsford-Brown,"Upstage,Consent: The Louise Nicholas Story,Until Proven Innocent,Outrageous Fortune,The Lord of the Rings: The Fellowship of the Ring,A Twist in the Tale,The Legend of William Tell,Mirror, Mirror,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring"
Stu Johnson,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring"
Ralph Johnson,"Saved,Rivet,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring"
Sam Kelly,"Little Bear,The Insiders Guide to Happiness,The Tribe,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Revelations: The Initial Journey,Savage,Lambs,Darlene,Frames,Savage,Lambs,Frames,The Witch & the Woodsman,Frames"
Alan Lee,"The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,King Kong,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Merlin,Merlin and the Dragons,Erik the Viking,Legend,Rurouni Kenshin: Final Chapter Part I - The Final,The Hobbit: The Desolation of Smaug,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Lovely Bones,The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,Faeries,Granbad,J.R.R.T.: A Film Portrait of J.R.R. Tolkien,La grande librairie,ITV News at Ten,The Hobbit: An Unexpected Journey - The Chronicles of The Hobbit - Part 1: Return to Hobbiton: The Shire,The Hobbit: Video Blog 1 - Start of Production,Picture Book,Recreating the Eighth Wonder: The Making of 'King Kong',Skull Island: A Natural History,Lord of the Brush,A Filmmaker's Journey: Making 'the Return of the King',Big-atures,Designing Middle-Earth,Weta Digital,Weta Workshop,John Howe: There and Back Again,The 76th Annual Academy Awards,Big-atures,Designing Middle-Earth,Weta Digital,Weta Workshop,The Making of 'The Lord of the Rings',Designing Middle-Earth,Weta Workshop,Houghton Mifflin Welcomes You to Middle-Earth,National Geographic Explorer,A Passage to Middle-earth: The Making of 'Lord of the Rings',An Awfully Big Adventure,Troldspejlet,The Lord of the Rings: The Two Towers"
Gareth Jensen,"Ice,River Queen,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Space Station Alpha: The Encounter,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Space Station Alpha: The Encounter,A&E (Accident & Eternity)"
Lani Jackson,"The Lord of the Rings: The Return of the King,The Last Samurai,The Locals,The Lord of the Rings: The Two Towers,Harry Potter and the Chamber of Secrets,The Lord of the Rings: The Fellowship of the Ring,Trolley Boy,Xena: Warrior Princess,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Trolley Boy,Cameras in Middle-Earth,Warriors of the Third Age,A Passage to Middle-earth: The Making of 'Lord of the Rings'"
Dave Houma,"The Lord of the Rings: The Fellowship of the Ring,New Zealand Idol,New Zealand Idol,DNZ: The Real Middle Earth"
Taea Hartwell,"The Lord of the Rings: The Fellowship of the Ring,The Frighteners,Snow White and the Huntsman"
Zo Hartley,"The Hobbit: An Unexpected Journey,Spartacus,The Lord of the Rings: The Fellowship of the Ring,Hercules: The Legendary Journeys - Hercules and the Lost Kingdom,Hercules and the Amazon Women,The Piano,The Hobbit: An Unexpected Journey,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Fellowship of the Ring,Hercules: The Legendary Journeys,Hercules: The Legendary Journeys - The Circle of Fire,King Kong,The Lord of the Rings: The Return of the King,The Long and Short of It,The Lord of the Rings: The Two Towers,The Long and Short of It"
Ray Henwood,"How to Murder Your Wife,The Hobbit: The Desolation of Smaug,Separation City,Second Hand Wedding,The Lord of the Rings: The Fellowship of the Ring,Atlantis High,The Dark Knight,A Twist in the Tale,Market Forces,The Legend of William Tell,The Enid Blyton Adventure Series,Hercules: The Legendary Journeys,Xena: Warrior Princess,Heavenly Creatures,The Three-Legged Cat,Keeping House,Chess,The Great White Man-Eating Shark,Shortland Street,Shark in the Park,The End of the Golden Weather,The Ray Bradbury Theater,Should I Be Good?,Hot Target,Gliding On,An Age Apart,Loose Enz,The John Sullivan Story,Opening Night,Moynihan,The Killing of Kane,7 Days,7 Days"
Jonathan Harding,"The Lord of the Rings,Shadow in the Cloud,Mulan,Mortal Engines,Ghost in the Shell,The Great Wall,Pete's Dragon,The Hobbit: The Battle of the Five Armies,Unbroken,The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,Yogi Bear,Skyrunners,Aliens in the Attic,The Chronicles of Narnia: Prince Caspian,The Water Horse,The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,Shortland Street,Dreamboat,Sign Language"
Peter Jackson,"The Adventures of Tintin: Red Rackham's Treasure,Untitled Third Tintin Film,The Beatles: Get Back,Mortal Engines,They Shall Not Grow Old,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,West of Memphis,The Adventures of Tintin,The Lovely Bones,District 9,King Kong,RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World',The Lord of the Rings: The Return of the King,The Long and Short of It,The Lord of the Rings: The Two Towers,The Lord of the Rings - The Appendices Part 1: From Book to Vision,The Lord of the Rings: The Fellowship of the Ring,The Making of 'The Frighteners',Jack Brown Genius,The Frighteners,Forgotten Silver,Heavenly Creatures,Valley of the Stereos,Meet the Feebles,Bad Taste,The Valley,The Adventures of Tintin: Red Rackham's Treasure,The Beatles: Get Back,They Shall Not Grow Old,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,King Kong 360 3-D,The Lovely Bones,Crossing the Line,King Kong,The Lost Spider Pit Sequence,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Making of 'The Frighteners',The Frighteners,Forgotten Silver,Heavenly Creatures,Dead Alive,Meet the Feebles,Bad Taste,The Valley,Mortal Engines,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,The Lovely Bones,Crossing the Line,King Kong,The Lord of the Rings: The Return of the King,2003 MTV Movie Awards,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Making of 'The Frighteners',Jack Brown Genius,The Frighteners,Forgotten Silver,Heavenly Creatures,Dead Alive,Meet the Feebles,Bad Taste,The Valley,Darrylgorn,The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,The Five(ish) Doctors Reboot,The Hobbit: An Unexpected Journey,The Lovely Bones,Entourage,Hot Fuzz,King Kong,The Lord of the Rings: The Return of the King,The Long and Short of It,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Frighteners,Heavenly Creatures,Dead Alive,Bad Taste,The Valley,District 9,RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World',Great Performances,Hercules: The Legendary Journeys - Hercules and the Lost Kingdom,Meet the Feebles,The Lounge Bar,Bad Taste,Worzel Gummidge Down Under,The Valley,Bad Taste,The Valley,Contact,Dead Alive,The Adventures of Tintin,Jack Brown Genius,Bad Taste,The Valley,Bad Taste,The Valley,Dead Alive,Battletruck,Meet the Feebles,The Valley,The Lord of the Rings: The Return of the King,There's a Hole in My Bucket,Falling,Disclosure,Killer Piñata,Krampus,Dwarf on a Pig,What We Do in the Shadows,Hotel Inferno,Who the 'Ell Is Tauriel?,Rise of the Fellowship,The World's End,Golden Moustache,Broken Glass,Lovely Memories,The Oohs,Black Sunshine: Conversations with T.F. Mou,War Horse,The Puppet Monster Massacre,Blank Spaces,Little Red Riding Hood,5 Demis,Reclaiming the Blade,Super Capers: The Origins of Ed and the Missing Bullion,The Ending Bridges,Artists of the Roundtable,Taste of Flesh,Weird Science Whatever,Star Wars: The Legacy Revealed,Hot Fuzz,Black Sheep,In the Headlights,The Sci-Fi Boys,Hostel,The World's Fastest Indian,I'm King Kong!: The Exploits of Merian C. Cooper,The Characters of 'Star Wars',The Force Is with Them: The Legacy of 'Star Wars',Film Collectibles: Capturing Movie Memories,The Saw Is Family: Making 'Leatherface',The Lord of the Rings: The Quest Fulfilled,I'll See You in My Dreams,Heaven,Phantoms,The Ugly,Miniature Wargaming the Movie,Hollywood Insider,Reunited Apart,The Late Show with Stephen Colbert,Savage Builds,BAFTAs 2019,Morning Joe,Today,D'Astrain at the Cinema,What Do Artists Do All Day?,Beyond the Bolex,The One Show,Marvel: Earth's Mightiest Show,Mortal Artists,Long Live the King,Secrets of the Force Awakens: A Cinematic Journey,Last Week Tonight with John Oliver,Recruiting the Five Armies,The Hobbit: Completing Middle-earth: A Seventeen-Year Journey,The Hobbit: Completing Middle-earth: A Six-Part Saga,The Hobbit: The Battle of Five Armies - New Zealand: Home of Middle-Earth - Part 3,The Colbert Report,Troldspejlet,Middle-earth: There and Back Again,The Insider,Rencontres de cinéma,Días de cine,Le grand journal de Canal+,Entertainment Tonight,The Hobbit: The Chronicles of The Hobbit - Part 2: A Chance Meeting: Bree,The Hobbit: The Desolation of Smaug - Realms of the Third Age: From Beorn's House to Lake-town,The Hobbit: The Desolation of Smaug - Summoning Smaug: Last of the Fire-Drakes,The Hobbit: The Desolation of Smaug - The Music of the Hobbit,The Hobbit: The Desolation of Smaug - The Peoples and Denizens of Middle-earth,Peter Jackson Invites You to the Set: In the Company of the Hobbit,River Deep, Mountain High: James Nesbitt in New Zealand,An Unexpected Party: Bag End,The Hobbit: An Unexpected Journey - Durin's Folk: Creating the Dwarves,The Hobbit: An Unexpected Journey - The Chronicles of The Hobbit - Part 1: Return to Hobbiton: The Shire,The Hollywood Fast Lane,Vivir de cine,Janela Indiscreta,The Journey to Tintin,The World of Tintin,Tintin: In the Volume,West of Memphis,Ray Harryhausen: Special Effects Titan,Cinema 3,Fry's Planet Word,The Hobbit: Video Blog 1 - Start of Production,Campbell Live,20 to 1,The Making of King Kong 360,Mark at the Movies,'District 9': Comic-Con Extravaganza,The Alien Agenda: A Filmmaker's Log,HBO First Look,Stockholms 20th International Film Festival,Last Chance to See,Talking Classics,Barefoot Cinema: The Art and Life of Cinematographer Alun Bollinger,DP/30: Conversations About Movies,Star Wars: The Legacy Revealed,Bryan's Journals,King Kong: The Present,King Kong: Weta Collectibles,Recreating the Eighth Wonder: The Making of 'King Kong',Shootout,Forbes Celebrity 100: Who Made Bank?,06 Spaceys,The Sci-Fi Boys,Skull Island: A Natural History,Kong's New York, 1933,The 63rd Annual Golden Globe Awards 2006,It's All Gone King Kong,King Kong: Production Diaries - An Introduction by Peter Jackson,The Making of a Shot: The T-Rex Fight in King Kong,Film 2018,Corazón de...,King Kong: Peter Jackson's Production Diaries,Total Request Live,Oz Tribute: The Art of Imagination,RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World',Comme au cinéma,AFI Life Achievement Award,Lord of the Brush,Du kommst nicht vorbei - Fans im Bann des Ringes,Ringers: Lord of the Fans,Ray Harryhausen: The Early Years Collection,2nd Annual Spaceys,A Filmmaker's Journey: Making 'the Return of the King',Big-atures,Cameras in Middle-Earth,Designing Middle-Earth,Editorial: Completing the Trilogy,From Book to Script: Forging the Final Chapter,Home of the Horse Lords,J.R.R. Tolkien: The Legacy of Middle-Earth,Music for Middle-Earth,The End of All Things,The Passing of an Age,The Soundscapes of Middle-Earth,Weta Digital,Weta Workshop,The 100 Scariest Movie Moments,The Official Making of 'Tongan Ninja',The Characters of 'Star Wars',The Force Is with Them: The Legacy of 'Star Wars',2004 MTV Movie Awards,Taff,E! Live from the Red Carpet,The 76th Annual Academy Awards,DNZ: The Real Middle Earth,1st Annual Directors Guild of Great Britain DGGB Awards,Charlie Rose,The 61st Annual Golden Globe Awards 2004,Bogans,Film Collectibles: Capturing Movie Memories,The Lord of the Rings: The Quest Fulfilled,4Pop,Tinseltown TV,Frids film,Filmland,National Geographic: Beyond the Movie - The Lord of the Rings: Return of the King,Big-atures,Cameras in Middle-Earth,Designing Middle-Earth,Editorial: Refining the Story,From Book to Script: Finding the Story,J.R.R. Tolkien: Origins of Middle-Earth,Music for Middle-Earth,The Battle for Helm's Deep Is Over...,The Soundscapes of Middle-Earth,The Taming of Sméagol,Warriors of the Third Age,Weta Digital,Weta Workshop,The Making of 'the Long and Short of It',1st Annual Spaceys,2003 MTV Movie Awards,No Feat But What We Make: 'Terminator 2' and the Rise of Digital Effects,Making the Movie,On the Set: The Lord of the Rings: The Two Towers,Return to Middle Earth,The Making of 'The Lord of the Rings',The Buzz,A Day in the Life of a Hobbit,Big-atures,Cameras in Middle-Earth,Designing Middle-Earth,Digital Grading,Editorial: Assembling an Epic,From Book to Script,J.R.R. Tolkien: Creator of Middle-Earth,Music for Middle-Earth,Scale,Storyboards and Pre-viz: Making Words Into Images,The Fellowship of the Cast,The Lord of the Rings - The Appendices Part 1: From Book to Vision,The Road Goes Ever on...,The Soundscapes of Middle-Earth,Weta Digital,Weta Workshop,The 74th Annual Academy Awards,+ de cinéma,The Orange British Academy Film Awards,Houghton Mifflin Welcomes You to Middle-Earth,National Geographic Explorer,A Passage to Middle-earth: The Making of 'Lord of the Rings',Quest for the Ring,Nulle part ailleurs cinéma,Behind the Bull: Forgotten Silver,The Making of 'The Frighteners',Forgotten Silver,Good Taste Made Bad Taste,Fouloscopie,Disney et les 2000,Lindsay Ellis' Essay Collection,The Third Annual 'on Cinema' Oscar Special,Unknown Movies,Troldspejlet,Close Up,Special Collector's Edition,The Big Picture,Il était une fois...,Never Sleep Again: The Elm Street Legacy,20 to 1,Cinemassacre's Monster Madness,Maquillando entre monstruos,Cinema mil,Sendung ohne Namen,Before Stardom"
